age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
31,18,3,Bachelor,Part-time,33790,Same Religion,0,5.923625081,5,Avoidant,6.866973117,0,0,1,10,3,Arranged,0,0,5.747166625,0
23,12,3,Master,Full-time,58963,Same Religion,1,3.334514314,1,Collaborative,6.752227408,0,0,1,6.255700864,2,Love,0,0,8.602711605,0
22,39,2,High School,Part-time,53942,Different Religion,1,6.145526473,4,Collaborative,8.223045846,0,0,0,5.521586893,2,Love,1,0,5.354238167,1
30,1,1,Bachelor,Unemployed,47068,Same Religion,1,3.984537443,1,Collaborative,8.242113788,1,0,0,7.267320845,2,Arranged,1,0,5.433121147,0
26,2,2,Bachelor,Homemaker,103060,Same Religion,1,7.109920253,0,Passive,1,0,0,0,4.375798461,1,Love,1,0,3.437830752,0
31,2,1,Bachelor,Full-time,49464,Same Religion,1,7.39296262,1,Aggressive,3.037667519,0,1,1,4.378404708,5,Other,1,0,3.859578467,0
30,15,1,Master,Part-time,50851,Same Religion,1,5.977243845,5,Passive,5.272913292,0,0,0,5.979923012,2,Love,0,0,4.976946797,1
27,2,1,Bachelor,Full-time,95087,Same Religion,0,4.692989754,3,Aggressive,2.200561333,0,0,0,6.058404585,4,Arranged,0,0,5.162813291,1
23,1,2,Bachelor,Full-time,79380,Same Religion,0,6.810150521,2,Passive,4.856597044,0,0,1,9.923223847,3,Love,1,0,5.445853694,0
20,40,1,Bachelor,Part-time,51134,Same Religion,1,7.901058516,0,Aggressive,3.065720306,0,0,0,3.717424131,3,Love,0,0,10,0
25,1,0,Master,Full-time,75212,Not Religious,1,5.660214525,1,Avoidant,3.964802266,0,0,1,6.123729861,7,Love,1,0,5.401529839,0
32,18,0,No Formal Education,Full-time,55211,Same Religion,1,5.141029263,4,Collaborative,9.183416912,0,1,0,6.323466622,1,Love,1,0,6.364031267,0
29,4,2,Bachelor,Full-time,56543,Not Religious,0,3.479690797,1,Collaborative,8.076852393,0,1,0,3.831345155,3,Love,1,0,2.47622033,1
21,18,0,Master,Full-time,43892,Not Religious,1,6.435671603,2,Avoidant,5.074474198,1,0,0,7.031862037,5,Love,0,0,4.454456003,0
28,8,1,High School,Full-time,11338,Not Religious,1,8.119998684,1,Collaborative,2.804846794,0,0,0,7.347142865,4,Arranged,1,0,3.642572947,0
29,23,1,Bachelor,Full-time,31502,Not Religious,1,8.859976657,0,Avoidant,5.864037785,0,0,0,6.381232537,2,Arranged,1,0,8.272016136,0
23,26,2,High School,Part-time,37907,Same Religion,1,6.474624953,0,Avoidant,1,0,0,0,7.642828342,4,Love,0,0,6.664924386,0
28,1,3,High School,Full-time,68380,Same Religion,1,3.197756493,1,Collaborative,6.695107878,1,0,0,2.885899749,3,Love,1,0,4.692249777,0
28,1,1,Bachelor,Part-time,63068,Same Religion,1,5.059938275,0,Aggressive,6.460750655,0,0,0,7.92043685,4,Love,0,0,8.283473378,0
22,2,1,Master,Homemaker,81724,Same Religion,1,8.341031855,6,Avoidant,2.105843353,0,1,1,4.14993304,4,Love,0,0,7.237283313,0
29,11,0,Bachelor,Full-time,35933,Same Religion,1,7.644224329,2,Passive,8.392434333,0,1,1,2.557446031,4,Love,1,0,8.762001164,1
30,21,4,Bachelor,Part-time,95735,Not Religious,0,3.932563148,2,Collaborative,3.559595796,0,0,0,6.229959372,2,Arranged,1,0,6.56195827,0
33,6,0,Bachelor,Part-time,93887,Same Religion,1,9.953316266,0,Aggressive,2.758859723,0,0,0,1.592681773,5,Love,0,0,9.899721576,0
33,9,2,Bachelor,Part-time,60708,Same Religion,1,3.83531258,5,Collaborative,5.489863908,0,0,1,6.101579608,5,Love,1,0,2.633948093,1
21,2,0,High School,Full-time,46274,Different Religion,1,5.221297495,1,Collaborative,1.754275842,1,0,0,7.101255589,2,Love,1,0,6.498975627,0
23,16,0,Bachelor,Part-time,47309,Same Religion,1,7.006163464,3,Passive,2.889593565,0,0,0,3.02913687,5,Love,1,0,6.705397184,1
30,34,4,Bachelor,Full-time,63962,Same Religion,1,5.841117328,3,Collaborative,5.925894071,0,0,0,4.09298311,4,Love,0,0,4.109788364,1
30,3,4,Bachelor,Full-time,97651,Same Religion,1,5.34993145,3,Collaborative,3.92049546,0,0,0,6.733323395,3,Love,0,0,6.807909232,1
30,6,4,High School,Part-time,58101,Not Religious,0,6.027061317,3,Avoidant,8.579643159,1,0,0,4.209427811,1,Arranged,0,0,4.461494103,1
45,1,1,High School,Full-time,28359,Same Religion,1,8.050821853,1,Aggressive,1.160795356,1,0,0,3.450323064,5,Love,1,0,3.487561653,1
30,8,3,Bachelor,Part-time,97907,Different Religion,1,9.846091636,3,Collaborative,5.286783584,0,0,0,5.20319071,6,Love,0,0,9.244220916,1
33,6,3,Bachelor,Part-time,51992,Same Religion,1,6.60700052,1,Collaborative,7.547394534,0,0,0,8.003733472,1,Love,1,0,6.006968021,0
32,1,0,Bachelor,Unemployed,89075,Not Religious,1,4.742707748,1,Aggressive,7.030813527,0,0,0,8.853645647,3,Love,0,0,4.643369601,0
31,5,0,High School,Full-time,72515,Same Religion,1,6.210291945,2,Passive,3.309876254,0,1,0,3.961211533,2,Love,1,0,5.082050508,0
26,4,3,Bachelor,Homemaker,57031,Different Religion,0,9.948909222,5,Avoidant,9.606525518,0,0,0,7.906369904,1,Arranged,1,0,2.827090316,0
31,7,1,Master,Part-time,79318,Not Religious,1,7.624310462,1,Avoidant,1,0,0,0,8.060380319,2,Love,0,0,9.670346888,1
24,8,4,Master,Full-time,45305,Same Religion,0,8.679062009,0,Avoidant,4.937811189,0,0,0,9.694224717,1,Love,0,0,3.465480186,1
26,1,2,Master,Full-time,54180,Same Religion,1,7.661281245,1,Collaborative,7.331516263,0,1,0,5.444497765,2,Arranged,1,0,5.684195691,0
25,14,0,High School,Part-time,49385,Same Religion,0,7.881318467,1,Avoidant,8.068842619,0,0,0,7.995624522,3,Love,0,0,6.421131031,0
28,12,0,Bachelor,Homemaker,55986,Same Religion,0,6.093677193,6,Passive,2.769077601,0,0,0,6.394316773,1,Love,1,0,5.879466749,0
39,4,1,High School,Part-time,70955,Not Religious,1,8.881614956,2,Passive,5.383607564,0,1,0,4.571804897,4,Love,0,0,3.133250328,0
18,1,1,Bachelor,Part-time,70805,Same Religion,1,1,2,Avoidant,7.007455831,0,0,0,6.910358795,3,Love,1,0,9.515117405,0
31,14,1,High School,Full-time,28893,Not Religious,1,7.138071661,0,Aggressive,4.588463599,0,0,0,2.241886073,2,Love,1,0,2.909694233,0
19,31,1,Master,Full-time,49289,Different Religion,1,6.957306588,4,Avoidant,2.030410091,0,1,0,8.014987221,5,Arranged,1,0,5.398031027,1
25,2,0,Bachelor,Full-time,52742,Same Religion,1,4.263649511,4,Aggressive,1,0,0,1,9.11176605,3,Arranged,1,0,5.30616341,1
33,3,1,Bachelor,Unemployed,71723,Same Religion,1,6.689478149,4,Collaborative,3.370828925,0,0,0,7.121558983,4,Love,1,0,7.992554289,1
28,2,1,Bachelor,Full-time,31993,Same Religion,0,7.189324449,3,Collaborative,3.624366639,1,0,1,5.261957117,6,Love,0,0,5.14046143,0
22,8,2,High School,Full-time,74129,Same Religion,1,2.536707256,4,Avoidant,3.108613106,0,0,0,5.326693389,4,Love,1,0,6.299978392,0
24,1,0,Bachelor,Full-time,37465,Same Religion,1,6.729477629,1,Passive,9.663288556,0,0,0,8.685802625,2,Love,1,0,9.459619461,1
31,4,3,Bachelor,Homemaker,64966,Same Religion,1,8.599644889,3,Passive,6.394377939,1,0,0,3.2984035,3,Love,0,0,5.511271818,0
24,11,3,Bachelor,Unemployed,82288,Not Religious,1,9.365823047,4,Collaborative,4.286864667,0,1,0,8.004110376,1,Love,0,0,4.62056933,0
29,8,0,Master,Full-time,35462,Same Religion,0,7.25685085,1,Collaborative,4.448838493,0,0,0,9.200663346,5,Love,0,0,8.15085523,1
28,4,2,High School,Homemaker,64834,Same Religion,0,5.837005935,1,Collaborative,4.599148693,0,0,1,6.924868047,6,Love,1,0,5.560973758,1
24,5,5,Master,Full-time,56290,Same Religion,1,7.954544203,2,Avoidant,6.489375941,0,0,1,7.376226745,3,Love,1,0,10,1
38,8,2,Bachelor,Full-time,40451,Different Religion,1,4.326542937,2,Collaborative,2.305601251,0,0,0,1,5,Love,1,0,3.709749686,1
31,1,0,Bachelor,Full-time,35500,Same Religion,1,7.592563419,2,Collaborative,2.610262636,0,0,1,7.89458782,2,Love,1,0,1,1
18,1,3,Bachelor,Full-time,45849,Same Religion,1,5.931401963,1,Aggressive,4.936086472,0,0,0,6.535428989,3,Love,0,0,5.42980594,1
28,21,0,PhD,Full-time,43790,Not Religious,1,8.383909306,2,Collaborative,1,0,1,0,6.415135171,1,Love,1,0,7.427843736,0
24,1,1,High School,Part-time,55888,Not Religious,1,5.072897398,1,Aggressive,2.9813544,1,0,0,5.974905992,1,Arranged,0,0,6.146571397,1
32,12,2,Bachelor,Part-time,51467,Different Religion,0,9.460344112,2,Collaborative,7.243734976,0,1,0,8.397329524,4,Other,0,0,6.049926864,0
24,25,0,Bachelor,Part-time,68472,Not Religious,1,8.451246287,2,Collaborative,6.970699378,0,1,0,8.781835234,1,Arranged,1,0,8.462256212,0
27,3,1,High School,Part-time,76169,Same Religion,1,6.75888698,2,Aggressive,1,0,0,0,6.769436442,0,Love,0,0,3.899037855,0
30,4,2,High School,Unemployed,29419,Not Religious,0,6.594943494,4,Aggressive,4.723590531,0,0,1,3.130704639,4,Arranged,0,0,5.075593206,0
32,8,1,Master,Full-time,54986,Same Religion,1,9.433921724,3,Passive,1.692930544,0,0,1,6.827734861,3,Love,1,0,7.062479578,1
21,21,0,High School,Part-time,41001,Same Religion,1,10,1,Collaborative,3.091290188,0,0,0,5.965244594,2,Love,0,0,5.921889648,0
26,28,1,High School,Part-time,38296,Not Religious,1,5.345315813,4,Collaborative,3.426219848,0,0,0,8.025730654,2,Love,1,0,7.921666427,1
25,13,3,No Formal Education,Homemaker,28623,Same Religion,1,5.427786912,0,Collaborative,6.637433344,0,0,0,6.076648171,2,Love,0,0,5.826719459,1
24,1,3,Master,Full-time,27146,Same Religion,1,8.644416431,1,Avoidant,7.337319755,0,0,0,6.693917683,5,Other,1,0,9.335002884,0
36,11,0,High School,Full-time,49617,Same Religion,1,1.325622829,2,Avoidant,3.717627478,0,0,0,3.411563393,3,Love,1,0,5.80137411,1
30,5,5,Bachelor,Part-time,67858,Same Religion,1,1,2,Aggressive,1.217767751,0,0,0,4.979246989,2,Other,1,0,8.147844513,0
21,6,4,Bachelor,Unemployed,67786,Same Religion,0,4.554627458,4,Passive,1,0,0,0,3.659978225,2,Love,0,0,5.198199102,0
32,1,2,Master,Full-time,38946,Different Religion,1,6.695795858,1,Collaborative,7.820775588,0,0,1,4.700998513,3,Other,0,0,7.282933311,1
38,2,0,Master,Part-time,36923,Not Religious,1,3.871061293,1,Passive,4.281352173,0,0,0,6.350517047,2,Love,0,0,5.700401143,0
33,15,1,Master,Full-time,64784,Same Religion,1,3.585924808,1,Avoidant,4.454108359,0,0,0,7.47062852,1,Love,0,0,5.386603143,0
20,6,0,High School,Homemaker,51365,Different Religion,1,5.131716027,3,Collaborative,2.109641063,0,0,0,4.979382204,2,Arranged,1,0,7.981511705,0
25,3,1,Bachelor,Full-time,77794,Same Religion,1,8.825146557,6,Avoidant,7.276822358,0,0,0,7.120271387,3,Love,1,0,6.637094143,1
34,4,1,High School,Full-time,37785,Same Religion,1,5.314461884,3,Collaborative,6.506107958,0,0,0,5.752248659,3,Arranged,0,0,5.283603977,1
24,19,3,High School,Full-time,22845,Different Religion,1,8.31634004,2,Aggressive,3.902859498,0,0,0,4.662121097,0,Love,1,0,5.611996682,1
30,13,1,Master,Full-time,72249,Not Religious,0,6.311004534,3,Collaborative,2.654947685,1,0,0,7.032344356,1,Love,0,0,7.465686733,0
31,3,0,High School,Full-time,22199,Same Religion,1,9.20220639,2,Aggressive,5.433719586,1,0,0,4.496858838,3,Love,1,0,5.771063904,0
23,1,1,Bachelor,Unemployed,31084,Same Religion,1,5.625911531,1,Collaborative,1,0,0,0,7.435299055,1,Arranged,0,0,2.311801913,0
27,2,2,Master,Homemaker,46615,Same Religion,0,6.94454149,2,Avoidant,6.200767377,1,0,0,4.269841758,0,Love,1,0,4.646014866,1
18,25,0,Bachelor,Full-time,54300,Not Religious,1,6.555738932,0,Aggressive,4.217443029,1,1,0,10,7,Love,1,0,4.531663959,1
22,8,2,High School,Part-time,72029,Same Religion,1,5.837637508,2,Avoidant,5.439166361,0,1,1,9.316638079,3,Love,1,0,9.421451871,0
26,7,0,Master,Full-time,39715,Same Religion,0,7.717148545,1,Collaborative,4.890102062,0,0,1,3.827598588,1,Arranged,0,0,4.612487026,1
21,9,1,PhD,Full-time,86354,Not Religious,1,7.496385731,1,Avoidant,7.106886645,1,0,0,5.450607188,4,Other,1,0,6.726878549,0
36,4,1,Master,Full-time,29678,Same Religion,1,6.583597461,1,Aggressive,7.265975588,0,0,0,4.797541086,6,Arranged,0,0,4.352357803,0
20,16,3,Bachelor,Full-time,52561,Not Religious,1,2.284297368,1,Collaborative,7.593962317,0,0,0,4.913642265,4,Love,1,0,5.833303765,1
25,7,1,High School,Part-time,76603,Not Religious,1,3.771560119,0,Aggressive,5.242246954,0,0,0,7.58384705,6,Arranged,1,0,8.080419904,1
28,1,1,High School,Full-time,77661,Same Religion,1,4.269642368,2,Collaborative,4.794937831,1,1,0,6.945388188,1,Arranged,1,0,7.58085326,0
35,1,2,Bachelor,Homemaker,10000,Same Religion,1,6.594169542,2,Avoidant,3.303027712,0,0,0,4.693903889,2,Arranged,0,1,8.335744751,1
20,7,4,High School,Part-time,114158,Same Religion,1,6.042929337,3,Passive,3.534096339,0,0,0,4.953160284,2,Love,0,0,5.357773244,0
33,27,2,Master,Unemployed,53555,Not Religious,1,4.625795437,3,Collaborative,5.872245975,0,0,0,7.353959802,4,Love,1,0,6.813206318,1
28,3,1,Bachelor,Homemaker,65568,Same Religion,0,4.476904436,3,Collaborative,5.037157984,0,0,0,3.958896921,1,Arranged,0,0,3.084298242,1
23,20,1,Bachelor,Homemaker,53327,Different Religion,1,7.506526195,3,Passive,8.037680063,0,0,0,6.664312142,4,Arranged,1,0,7.052217705,1
30,14,0,Master,Part-time,102703,Same Religion,1,4.673363361,3,Passive,4.410856132,0,0,0,4.411347934,8,Love,0,0,3.843470209,0
28,2,2,Master,Full-time,85786,Same Religion,0,1.18082722,3,Aggressive,1.401356323,0,0,0,7.303454579,3,Love,1,0,4.962230695,0
24,1,2,Bachelor,Full-time,102150,Same Religion,1,6.438374003,3,Avoidant,5.366097028,0,0,0,5.01236644,1,Other,1,0,3.708887075,1
28,1,2,PhD,Unemployed,69464,Same Religion,1,5.035628164,4,Aggressive,7.315797216,0,1,1,6.000471735,1,Love,0,0,7.721280871,0
26,13,1,No Formal Education,Part-time,78242,Same Religion,1,7.637164975,0,Avoidant,6.279550897,0,0,0,5.127623495,2,Love,1,0,8.669534159,1
28,2,2,PhD,Homemaker,39107,Same Religion,0,4.610891947,0,Collaborative,6.180371024,0,0,0,8.427013392,2,Love,0,0,2.09729534,1
31,4,2,Master,Full-time,54708,Same Religion,0,5.648855056,1,Collaborative,7.523602518,0,0,0,7.62777611,2,Love,0,0,4.303734706,1
35,6,2,Master,Full-time,78259,Same Religion,0,6.673220734,1,Passive,5.523641413,0,0,1,6.50201255,4,Love,1,0,5.092412981,0
21,12,1,Bachelor,Full-time,66364,Same Religion,1,1.72271837,3,Collaborative,1,1,0,1,7.596964736,2,Love,0,0,1,1
38,1,3,High School,Unemployed,62114,Same Religion,1,4.904765528,2,Collaborative,7.105098614,0,0,0,6.779412527,4,Arranged,1,0,7.727614319,1
18,5,3,High School,Full-time,44486,Same Religion,1,4.559761847,5,Aggressive,5.699745111,0,0,0,4.704937243,4,Love,1,0,5.206637299,1
27,6,1,High School,Full-time,83309,Same Religion,0,5.144691108,3,Collaborative,4.684216885,0,0,1,4.129528869,1,Love,0,0,2.500031788,1
30,7,3,High School,Full-time,83025,Different Religion,1,5.063199891,1,Collaborative,1.936450903,1,0,0,6.131029344,0,Arranged,0,0,6.26854115,0
29,17,2,Bachelor,Full-time,80844,Same Religion,1,6.090816936,0,Collaborative,3.001101779,0,0,0,6.437650702,10,Love,1,0,2.264117359,0
24,1,4,High School,Full-time,65840,Not Religious,1,6.463891181,2,Collaborative,1,0,0,0,5.520670311,7,Love,1,0,4.92641083,0
26,16,2,PhD,Part-time,60202,Same Religion,1,7.346283998,0,Aggressive,3.654964325,0,0,0,3.638692951,5,Love,1,0,8.150970557,0
25,11,3,Master,Full-time,82482,Not Religious,1,7.10745871,6,Aggressive,3.491307302,0,0,1,6.452268385,2,Love,1,0,4.313184676,0
25,8,1,High School,Part-time,78736,Same Religion,1,8.468911077,5,Avoidant,4.687167332,1,1,0,6.817885074,2,Love,1,1,7.182131009,1
32,12,3,High School,Homemaker,42145,Same Religion,1,8.028557117,3,Collaborative,8.903943097,0,0,0,8.728192314,5,Love,1,0,7.600604241,0
29,5,1,Master,Homemaker,66326,Same Religion,1,8.870160327,2,Aggressive,7.390322712,0,0,0,5.623998389,4,Love,0,0,10,0
24,1,3,Master,Part-time,73161,Same Religion,1,8.541781174,4,Aggressive,5.085077382,0,0,1,3.509996579,2,Love,1,0,7.0584069,0
32,10,0,PhD,Part-time,46537,Same Religion,1,5.056761337,4,Collaborative,3.10938284,0,0,0,6.151022212,4,Arranged,0,0,6.478342379,0
29,7,0,No Formal Education,Full-time,78068,Different Religion,1,5.477596052,0,Aggressive,2.120579501,0,0,0,6.257586187,1,Love,1,0,5.168610871,0
32,10,1,No Formal Education,Homemaker,74353,Same Religion,1,5.62861343,1,Aggressive,7.670434124,1,0,0,4.738539496,2,Love,0,0,3.614749379,0
31,4,2,Bachelor,Full-time,51673,Same Religion,0,8.444698341,2,Collaborative,1.790483997,0,0,0,4.916884315,4,Love,1,0,3.420389065,0
23,23,1,High School,Full-time,32864,Different Religion,1,5.637652596,1,Passive,2.078454764,0,1,0,7.783731378,4,Arranged,1,0,5.841683383,1
25,8,0,Master,Full-time,71724,Same Religion,1,7.670132712,1,Avoidant,10,0,1,0,5.429689803,5,Arranged,1,0,6.308837047,0
31,1,2,High School,Full-time,99292,Same Religion,1,2.342746495,2,Collaborative,4.503415671,0,0,0,5.68679774,1,Love,1,0,7.148899695,0
31,5,0,Master,Full-time,65107,Same Religion,1,1.936089213,3,Avoidant,10,0,0,1,3.85319436,2,Arranged,0,0,7.00279959,1
27,14,3,Bachelor,Unemployed,72827,Same Religion,1,8.7285291,1,Aggressive,4.114308647,0,0,0,6.191519642,3,Love,0,0,3.078576835,0
28,15,2,Master,Part-time,36693,Same Religion,0,7.153374144,2,Aggressive,8.117763462,0,0,1,4.534568259,2,Love,0,0,5.449856559,1
34,6,2,High School,Part-time,59044,Same Religion,1,8.538232084,1,Collaborative,5.668708638,0,0,1,4.426617864,4,Love,0,0,4.775999333,1
25,22,1,Bachelor,Full-time,57770,Same Religion,0,3.100192825,4,Passive,3.25608361,1,0,0,3.156387176,1,Love,1,0,6.88622444,0
30,3,0,Bachelor,Unemployed,42271,Same Religion,0,6.511912122,1,Avoidant,2.76689351,0,1,1,6.95294072,3,Love,1,0,5.832738939,1
26,5,0,PhD,Full-time,68795,Same Religion,1,3.196100348,2,Collaborative,1,0,0,0,4.666187596,3,Love,1,0,4.418756268,0
26,22,1,High School,Full-time,68027,Not Religious,1,7.964344726,1,Aggressive,2.501785705,0,0,0,4.222225884,2,Love,0,0,4.620950953,0
33,22,2,PhD,Part-time,54117,Not Religious,1,6.235413088,0,Passive,6.715461082,0,0,0,5.451978935,4,Love,0,0,4.295836537,1
32,11,4,Master,Homemaker,59745,Same Religion,1,5.937644308,1,Aggressive,4.808624702,0,0,0,7.377083187,5,Love,1,0,1.295140009,1
32,19,3,Master,Full-time,101058,Same Religion,1,7.930057727,0,Collaborative,3.571759364,1,0,0,6.797810411,5,Love,1,0,9.363013497,0
34,1,3,Master,Part-time,47587,Same Religion,1,5.99699365,1,Avoidant,4.703888077,1,0,0,6.240094251,6,Love,0,0,6.674757663,0
28,20,2,Bachelor,Part-time,37372,Same Religion,1,5.93096301,4,Passive,7.372672498,0,1,0,7.927272925,2,Love,1,0,3.955842472,1
31,3,1,High School,Homemaker,36892,Same Religion,1,3.286762936,0,Avoidant,1.534769756,0,0,1,7.758041889,1,Love,0,0,7.982174435,0
26,1,0,High School,Full-time,64983,Same Religion,1,8.881037399,2,Avoidant,5.855095048,0,0,0,6.245887066,4,Arranged,1,0,6.780751922,1
29,2,2,Master,Full-time,10000,Same Religion,1,6.408730105,3,Collaborative,1.247441555,0,0,0,6.770258887,0,Love,0,0,5.955989945,0
27,5,0,Master,Full-time,49793,Not Religious,1,7.239548493,2,Passive,1,1,0,1,7.3288914,6,Love,1,0,4.729169916,1
28,2,4,High School,Full-time,40626,Not Religious,0,3.459060657,1,Passive,3.451261504,0,0,0,7.118156724,0,Love,1,0,4.454427108,1
30,3,2,Bachelor,Full-time,58854,Not Religious,1,8.963493493,2,Avoidant,3.77991398,0,0,0,7.491323903,3,Love,1,0,9.131960361,0
23,1,0,Bachelor,Homemaker,58938,Same Religion,1,6.502385405,3,Aggressive,4.165492501,0,0,1,4.562894443,1,Love,0,0,6.814087535,0
38,3,0,High School,Full-time,66894,Not Religious,1,9.606243953,1,Passive,4.729013982,0,0,0,5.271754387,8,Love,0,0,6.799801145,0
22,8,1,Bachelor,Homemaker,72310,Same Religion,0,8.165028372,2,Avoidant,6.300989214,0,1,0,7.016677807,5,Other,0,0,4.044034562,0
21,5,1,High School,Full-time,82835,Same Religion,0,1.268892815,4,Collaborative,3.124330727,0,0,0,6.544394683,3,Love,0,0,4.791072178,0
33,4,2,High School,Homemaker,52926,Not Religious,0,7.708898354,1,Aggressive,1.643362785,1,0,0,8.63002192,4,Love,0,0,6.307760036,1
31,13,0,Bachelor,Part-time,46673,Not Religious,1,7.982196039,0,Collaborative,7.673808405,0,0,0,9.066842998,4,Arranged,1,0,8.817704738,0
31,22,0,Bachelor,Full-time,77052,Different Religion,1,7.405606737,7,Collaborative,8.146066521,1,0,0,7.677588061,2,Love,1,0,8.402906523,0
31,14,1,High School,Part-time,26820,Same Religion,1,6.550402473,2,Collaborative,5.488665174,0,0,0,1.824007517,2,Love,1,0,7.48904607,1
27,4,2,Bachelor,Full-time,75147,Same Religion,1,5.739246943,1,Collaborative,6.123238455,0,0,1,7.581931252,1,Love,1,0,6.436105518,1
23,13,1,High School,Full-time,62860,Different Religion,0,6.059020185,1,Collaborative,7.467599429,1,0,0,5.835307086,4,Love,0,0,8.12098161,0
28,1,3,High School,Full-time,68980,Not Religious,1,8.921194595,2,Collaborative,7.492639041,1,0,0,4.210417347,3,Love,0,0,9.327661647,0
24,1,1,High School,Full-time,67299,Different Religion,1,9.064052504,3,Collaborative,1.95817998,0,1,0,4.879208861,4,Love,1,0,7.870691012,0
32,4,1,High School,Part-time,62728,Same Religion,0,5.755640143,4,Collaborative,4.385209067,1,0,0,3.597712254,2,Love,1,0,7.637917192,0
27,16,3,High School,Unemployed,63543,Same Religion,1,4.544855569,3,Collaborative,1,0,0,1,7.942042292,1,Love,1,0,6.51619941,1
23,2,2,Master,Full-time,37788,Same Religion,1,8.645550497,2,Collaborative,5.662925105,0,1,0,7.099196721,5,Love,1,0,5.583747087,0
26,1,2,Bachelor,Homemaker,46974,Not Religious,1,7.954671801,6,Passive,6.478772178,0,0,1,2.288869308,5,Love,1,0,5.15757163,0
30,1,1,High School,Homemaker,95546,Same Religion,1,6.519797802,4,Aggressive,1.544449106,0,0,0,6.239405065,3,Love,0,0,8.600942235,0
25,19,3,High School,Full-time,73457,Same Religion,1,4.167793563,1,Collaborative,6.625926611,1,0,1,3.532016372,4,Arranged,1,0,5.953971094,0
23,10,2,High School,Full-time,81212,Not Religious,0,2.735635483,3,Passive,7.357718386,0,0,0,7.767057559,5,Love,0,0,4.126523599,1
29,2,2,Master,Full-time,53092,Same Religion,1,7.60482626,1,Aggressive,8.725769286,0,0,0,3.720774765,4,Arranged,1,0,6.411220484,0
